species,location,habitat,id,bagging,rinsing,bagging.date,bagging.hour,collection.date,collection.hour,year,temp,hum,plant.no,flower.no,flower.age,flower.sex,sugar in micrograms/flower/24h,sugarmax in micrograms/flower/24h
Pulicaria dysenterica,southlake moore,wetland,2012-Pulicaria dysenterica-southlake moore-bag-19,bag,Y,22/08/2012,16:00,23/08/2012,13:30,2012,20,27,4,19,m,h,0,0
Pulicaria dysenterica,southlake moore,wetland,2012-Pulicaria dysenterica-southlake moore-bag-20,bag,Y,22/08/2012,16:00,23/08/2012,13:30,2012,20,27,5,20,m,h,0,0
Pulicaria dysenterica,southlake moore,wetland,2012-Pulicaria dysenterica-southlake moore-bag-21,bag,Y,22/08/2012,16:00,23/08/2012,13:30,2012,20,27,5,21,m,h,2.153742854,2.499523594
Ranunculus acris,ashton court,grassland-nature reserve,2011-Ranunculus acris-ashton court-bag-23,bag,Y,11/7/11,12:00,12/7/11,14:00,2011,21,55,1,23,o,h,143.1684348,252.21109
Ranunculus acris,ashton court,grassland-nature reserve,2011-Ranunculus acris-ashton court-bag-24,bag,Y,11/7/11,12:00,12/7/11,14:00,2011,21,55,1,24,o,h,116.4881636,189.1238095
Ranunculus acris,ashton court,grassland-nature reserve,2011-Ranunculus acris-ashton court-bag-25,bag,Y,11/7/11,12:00,12/7/11,14:00,2011,21,55,2,25,m,h,71.21986548,125.4776475
Ranunculus acris,ashton court,grassland-nature reserve,2011-Ranunculus acris-ashton court-bag-26,bag,Y,11/7/11,12:00,12/7/11,14:00,2011,21,55,2,26,m,h,47.85836198,62.63112797
Ranunculus acris,ashton court,grassland-nature reserve,2011-Ranunculus acris-ashton court-bag-27,bag,Y,11/7/11,12:00,12/7/11,14:00,2011,21,55,3,27,m,h,59.3753743,100.26702
Ranunculus acris,ashton court,grassland-nature reserve,2011-Ranunculus acris-ashton court-bag-28,bag,Y,11/7/11,12:00,12/7/11,14:00,2011,21,55,3,28,y,h,77.08045153,201.30314
Ranunculus acris,ashton court,grassland-nature reserve,2011-Ranunculus acris-ashton court-bag-29,bag,Y,11/7/11,12:00,12/7/11,14:00,2011,21,55,4,29,m,h,141.3414771,239.5452314
Ranunculus acris,ashton court,grassland-nature reserve,2011-Ranunculus acris-ashton court-bag-30,bag,Y,11/7/11,12:00,12/7/11,14:00,2011,21,55,4,30,m,h,158.860437,227.2948825
Ranunculus acris,brandon hill,grassland-nature reserve,2011-Ranunculus acris-brandon hill-bag-1,bag,Y,6/6/11,11:30,7/6/11,15:00,2011,16,67,1,1,NA,h,126.4703476,176.189985
Ranunculus acris,brandon hill,grassland-nature reserve,2011-Ranunculus acris-brandon hill-bag-10,bag,Y,6/6/11,11:30,7/6/11,15:00,2011,16,67,9,10,NA,h,60.85392827,75.15253
Ranunculus acris,brandon hill,grassland-nature reserve,2011-Ranunculus acris-brandon hill-bag-2,bag,Y,6/6/11,11:30,7/6/11,15:00,2011,16,67,1,2,NA,h,103.8112645,150.78508
Ranunculus acris,brandon hill,grassland-nature reserve,2011-Ranunculus acris-brandon hill-bag-3,bag,Y,6/6/11,11:30,7/6/11,15:00,2011,16,67,2,3,NA,h,26.25202009,100.26702
Ranunculus acris,brandon hill,grassland-nature reserve,2011-Ranunculus acris-brandon hill-bag-4,bag,Y,6/6/11,11:30,7/6/11,15:00,2011,16,67,3,4,NA,h,29.23148758,50.03804
Ranunculus acris,brandon hill,grassland-nature reserve,2011-Ranunculus acris-brandon hill-bag-5,bag,Y,6/6/11,11:30,7/6/11,15:00,2011,16,67,4,5,NA,h,30.30843631,75.15253
Ranunculus acris,brandon hill,grassland-nature reserve,2011-Ranunculus acris-brandon hill-bag-6,bag,Y,6/6/11,11:30,7/6/11,15:00,2011,16,67,5,6,NA,h,75.09076259,125.4776475
Ranunculus acris,brandon hill,grassland-nature reserve,2011-Ranunculus acris-brandon hill-bag-7,bag,Y,6/6/11,11:30,7/6/11,15:00,2011,16,67,6,7,NA,h,39.75901277,75.15253
Ranunculus acris,brandon hill,grassland-nature reserve,2011-Ranunculus acris-brandon hill-bag-8,bag,Y,6/6/11,11:30,7/6/11,15:00,2011,16,67,7,8,NA,h,80.95040241,100.26702
Ranunculus acris,brandon hill,grassland-nature reserve,2011-Ranunculus acris-brandon hill-bag-9,bag,Y,6/6/11,11:30,7/6/11,15:00,2011,16,67,8,9,NA,h,30.82215371,50.03804
Ranunculus bulbosus,brandon hill,grassland,2012-Ranunculus bulbosus-brandon hill-bag-1,bag,Y,1/5/12,14:30,2/5/12,14:00,2012,18,56,1,1,m,h,138.5697961,201.69303
Ranunculus bulbosus,brandon hill,grassland,2012-Ranunculus bulbosus-brandon hill-bag-10,bag,Y,1/5/12,14:30,2/5/12,14:00,2012,18,56,5,10,o,h,60.77509524,75.15253
Ranunculus bulbosus,brandon hill,grassland,2012-Ranunculus bulbosus-brandon hill-bag-2,bag,Y,1/5/12,14:30,2/5/12,14:00,2012,18,56,1,2,m,h,104.2281122,163.4753067
Ranunculus bulbosus,brandon hill,grassland,2012-Ranunculus bulbosus-brandon hill-bag-3,bag,Y,1/5/12,14:30,2/5/12,14:00,2012,18,56,2,3,o,h,41.60067377,75.15253
Ranunculus bulbosus,brandon hill,grassland,2012-Ranunculus bulbosus-brandon hill-bag-4,bag,Y,1/5/12,14:30,2/5/12,14:00,2012,18,56,2,4,m,h,33.21945679,50.13351
Ranunculus bulbosus,brandon hill,grassland,2012-Ranunculus bulbosus-brandon hill-bag-5,bag,Y,1/5/12,14:30,2/5/12,14:00,2012,18,56,3,5,o,h,9.686652138,12.49761797
Ranunculus bulbosus,brandon hill,grassland,2012-Ranunculus bulbosus-brandon hill-bag-6,bag,Y,1/5/12,14:30,2/5/12,14:00,2012,18,56,3,6,m,h,9.870323201,12.49761797
Ranunculus bulbosus,brandon hill,grassland,2012-Ranunculus bulbosus-brandon hill-bag-7,bag,Y,1/5/12,14:30,2/5/12,14:00,2012,18,56,4,7,o,h,39.62629512,50.13351
Ranunculus bulbosus,brandon hill,grassland,2012-Ranunculus bulbosus-brandon hill-bag-8,bag,Y,1/5/12,14:30,2/5/12,14:00,2012,18,56,4,8,m,h,50.58235341,75.22438281
Ranunculus bulbosus,brandon hill,grassland,2012-Ranunculus bulbosus-brandon hill-bag-9,bag,Y,1/5/12,14:30,2/5/12,14:00,2012,18,56,5,9,m,h,90.13610116,87.84175547
Ranunculus bulbosus,north road-leigh woods,grassland,2012-Ranunculus bulbosus-north road-leigh woods-bag-12,bag,Y,10/5/12,10:00,11/5/12,10:45,2012,10,43,1,12,m,h,53.0862293,87.69779953
Ranunculus bulbosus,north road-leigh woods,grassland,2012-Ranunculus bulbosus-north road-leigh woods-bag-13,bag,Y,10/5/12,10:00,11/5/12,10:45,2012,10,43,2,13,y,h,39.11229829,62.58330953
Ranunculus bulbosus,north road-leigh woods,grassland,2012-Ranunculus bulbosus-north road-leigh woods-bag-14,bag,Y,10/5/12,10:00,11/5/12,10:45,2012,10,43,3,14,m,h,85.31486176,138.2158595
Ranunculus bulbosus,north road-leigh woods,grassland,2012-Ranunculus bulbosus-north road-leigh woods-bag-15,bag,Y,10/5/12,10:00,11/5/12,10:45,2012,10,43,4,15,m,h,65.92340486,87.69779953
Ranunculus bulbosus,north road-leigh woods,grassland,2012-Ranunculus bulbosus-north road-leigh woods-bag-16,bag,Y,10/5/12,10:00,11/5/12,10:45,2012,10,43,5,16,y,h,9.590823757,12.49761797
Ranunculus bulbosus,north road-leigh woods,grassland,2012-Ranunculus bulbosus-north road-leigh woods-bag-17,bag,Y,10/5/12,10:00,11/5/12,10:45,2012,10,43,6,17,y,h,47.10719892,62.58330953
Ranunculus bulbosus,north road-leigh woods,grassland,2012-Ranunculus bulbosus-north road-leigh woods-bag-18,bag,Y,10/5/12,10:00,11/5/12,10:45,2012,10,43,7,18,y,h,8.516747325,24.99523594
Ranunculus bulbosus,north road-leigh woods,grassland,2012-Ranunculus bulbosus-north road-leigh woods-bag-19,bag,Y,10/5/12,10:00,11/5/12,10:45,2012,10,43,8,19,m,h,12.5015182,17.49381641
Ranunculus bulbosus,north road-leigh woods,grassland,2012-Ranunculus bulbosus-north road-leigh woods-bag-20,bag,Y,10/5/12,10:00,11/5/12,10:45,2012,10,43,9,20,m,h,47.99826044,62.63112797
Ranunculus bulbosus,north road-leigh woods,grassland,2012-Ranunculus bulbosus-north road-leigh woods-bag-21,bag,Y,10/5/12,10:00,11/5/12,10:45,2012,10,43,10,21,y,h,39.16035723,125.4776475
Ranunculus ficaria,brandon hill,grassland,2012-Ranunculus ficaria-brandon hill-bag-1,bag,Y,11/4/12,10:00,12/4/12,11:30,2012,18,46,1,1,m,h,24.31237627,45.07714744
Ranunculus ficaria,brandon hill,grassland,2012-Ranunculus ficaria-brandon hill-bag-10,bag,Y,11/4/12,10:00,12/4/12,11:30,2012,18,46,9,10,m,h,17.99236579,52.61867972
Ranunculus ficaria,brandon hill,grassland,2012-Ranunculus ficaria-brandon hill-bag-2,bag,Y,11/4/12,10:00,12/4/12,11:30,2012,18,46,2,2,m,h,15.30433329,22.50998278
Ranunculus ficaria,brandon hill,grassland,2012-Ranunculus ficaria-brandon hill-bag-3,bag,Y,11/4/12,10:00,12/4/12,11:30,2012,18,46,3,3,y,h,31.33724101,557.6345974
Ranunculus ficaria,brandon hill,grassland,2012-Ranunculus ficaria-brandon hill-bag-4,bag,Y,11/4/12,10:00,12/4/12,11:30,2012,18,46,4,4,m,h,15.97469478,37.57867678
Ranunculus ficaria,brandon hill,grassland,2012-Ranunculus ficaria-brandon hill-bag-5,bag,Y,11/4/12,10:00,12/4/12,11:30,2012,18,46,5,5,o,h,0,0
Ranunculus ficaria,brandon hill,grassland,2012-Ranunculus ficaria-brandon hill-bag-6,bag,Y,11/4/12,10:00,12/4/12,11:30,2012,18,46,5,6,m,h,10.71261681,15.011412
Ranunculus ficaria,brandon hill,grassland,2012-Ranunculus ficaria-brandon hill-bag-7,bag,Y,11/4/12,10:00,12/4/12,11:30,2012,18,46,6,7,m,h,126.3009291,167.278608
Ranunculus ficaria,brandon hill,grassland,2012-Ranunculus ficaria-brandon hill-bag-8,bag,Y,11/4/12,10:00,12/4/12,11:30,2012,18,46,7,8,m,h,0,0
Ranunculus ficaria,brandon hill,grassland,2012-Ranunculus ficaria-brandon hill-bag-9,bag,Y,11/4/12,10:00,12/4/12,11:30,2012,18,46,8,9,m,h,18.97669814,37.54998572
Ranunculus ficaria,north road-leigh woods,hedgerow-woodland,2012-Ranunculus ficaria-north road-leigh woods-bag-12,bag,Y,26/04/2012,12:30,27/04/2012,13:30,2012,16,55,1,12,m,h,0,0
Ranunculus ficaria,north road-leigh woods,hedgerow-woodland,2012-Ranunculus ficaria-north road-leigh woods-bag-13,bag,Y,26/04/2012,12:30,27/04/2012,13:30,2012,16,55,1,13,o,h,0,0
Ranunculus ficaria,north road-leigh woods,hedgerow-woodland,2012-Ranunculus ficaria-north road-leigh woods-bag-14,bag,Y,26/04/2012,12:30,27/04/2012,13:30,2012,16,55,2,14,m,h,0,0
Ranunculus ficaria,north road-leigh woods,hedgerow-woodland,2012-Ranunculus ficaria-north road-leigh woods-bag-15,bag,Y,26/04/2012,12:30,27/04/2012,13:30,2012,16,55,2,15,m,h,0,0
Ranunculus ficaria,north road-leigh woods,hedgerow-woodland,2012-Ranunculus ficaria-north road-leigh woods-bag-16,bag,Y,26/04/2012,12:30,27/04/2012,13:30,2012,16,55,3,16,m,h,0,0
Ranunculus ficaria,north road-leigh woods,hedgerow-woodland,2012-Ranunculus ficaria-north road-leigh woods-bag-17,bag,Y,26/04/2012,12:30,27/04/2012,13:30,2012,16,55,3,17,o,h,0,0
Ranunculus ficaria,north road-leigh woods,hedgerow-woodland,2012-Ranunculus ficaria-north road-leigh woods-bag-18,bag,Y,26/04/2012,12:30,27/04/2012,13:30,2012,16,55,4,18,o,h,3.070501028,7.498570781
Ranunculus ficaria,north road-leigh woods,hedgerow-woodland,2012-Ranunculus ficaria-north road-leigh woods-bag-19,bag,Y,26/04/2012,12:30,27/04/2012,13:30,2012,16,55,4,19,m,h,0,0
Ranunculus ficaria,north road-leigh woods,hedgerow-woodland,2012-Ranunculus ficaria-north road-leigh woods-bag-20,bag,Y,26/04/2012,12:30,27/04/2012,13:30,2012,16,55,5,20,m,h,0,0
Ranunculus ficaria,north road-leigh woods,hedgerow-woodland,2012-Ranunculus ficaria-north road-leigh woods-bag-21,bag,Y,26/04/2012,12:30,27/04/2012,13:30,2012,16,55,5,21,m,h,0,0
Ranunculus flammula,avalon somerset,wetland,2012-Ranunculus flammula-avalon somerset-bag-1,bag,Y,22/08/2012,14:15,23/08/2012,15:05,2012,20,27,1,1,y,h,0,0
Ranunculus flammula,avalon somerset,wetland,2012-Ranunculus flammula-avalon somerset-bag-10,bag,Y,22/08/2012,14:15,23/08/2012,15:05,2012,20,27,10,10,m,h,14.43814268,12.49761797
Ranunculus flammula,avalon somerset,wetland,2012-Ranunculus flammula-avalon somerset-bag-2,bag,Y,22/08/2012,14:15,23/08/2012,15:05,2012,20,27,2,2,y,h,0,0
Ranunculus flammula,avalon somerset,wetland,2012-Ranunculus flammula-avalon somerset-bag-3,bag,Y,22/08/2012,14:15,23/08/2012,15:05,2012,20,27,3,3,y,h,0,0
Ranunculus flammula,avalon somerset,wetland,2012-Ranunculus flammula-avalon somerset-bag-4,bag,Y,22/08/2012,14:15,23/08/2012,15:05,2012,20,27,4,4,m,h,41.77155274,37.51663797
Ranunculus flammula,avalon somerset,wetland,2012-Ranunculus flammula-avalon somerset-bag-5,bag,Y,22/08/2012,14:15,23/08/2012,15:05,2012,20,27,5,5,o,h,0,0
Ranunculus flammula,avalon somerset,wetland,2012-Ranunculus flammula-avalon somerset-bag-6,bag,Y,22/08/2012,14:15,23/08/2012,15:05,2012,20,27,6,6,m,h,46.11256768,50.0619075
Ranunculus flammula,avalon somerset,wetland,2012-Ranunculus flammula-avalon somerset-bag-7,bag,Y,22/08/2012,14:15,23/08/2012,15:05,2012,20,27,7,7,m,h,59.80845532,75.15253
Ranunculus flammula,avalon somerset,wetland,2012-Ranunculus flammula-avalon somerset-bag-8,bag,Y,22/08/2012,14:15,23/08/2012,15:05,2012,20,27,8,8,o,h,8.780275372,12.49761797
Ranunculus flammula,avalon somerset,wetland,2012-Ranunculus flammula-avalon somerset-bag-9,bag,Y,22/08/2012,14:15,23/08/2012,15:05,2012,20,27,9,9,o,h,0,0
Ranunculus flammula,clapton nature reserve,wetland,2012-Ranunculus flammula-clapton nature reserve-bag-12,bag,Y,22/08/2012,10:00,23/08/2012,10:05,2012,18,77,1,12,m,h,0,0
Ranunculus flammula,clapton nature reserve,wetland,2012-Ranunculus flammula-clapton nature reserve-bag-13,bag,Y,22/08/2012,10:00,23/08/2012,10:05,2012,18,77,1,13,m,h,0,0
Ranunculus flammula,clapton nature reserve,wetland,2012-Ranunculus flammula-clapton nature reserve-bag-14,bag,Y,22/08/2012,10:00,23/08/2012,10:05,2012,18,77,2,14,m,h,0,0
Ranunculus flammula,clapton nature reserve,wetland,2012-Ranunculus flammula-clapton nature reserve-bag-15,bag,Y,22/08/2012,10:00,23/08/2012,10:05,2012,18,77,2,15,m,h,0,0
Ranunculus flammula,clapton nature reserve,wetland,2012-Ranunculus flammula-clapton nature reserve-bag-16,bag,Y,22/08/2012,10:00,23/08/2012,10:05,2012,18,77,3,16,m,h,12.8250316,12.49761797
Ranunculus flammula,clapton nature reserve,wetland,2012-Ranunculus flammula-clapton nature reserve-bag-17,bag,Y,22/08/2012,10:00,23/08/2012,10:05,2012,18,77,3,17,m,h,12.38981104,12.49761797
Ranunculus flammula,clapton nature reserve,wetland,2012-Ranunculus flammula-clapton nature reserve-bag-18,bag,Y,22/08/2012,10:00,23/08/2012,10:05,2012,18,77,4,18,o,h,6.927593347,12.49761797
Ranunculus flammula,clapton nature reserve,wetland,2012-Ranunculus flammula-clapton nature reserve-bag-19,bag,Y,22/08/2012,10:00,23/08/2012,10:05,2012,18,77,4,19,m,h,25.01902,25.01902
Ranunculus flammula,clapton nature reserve,wetland,2012-Ranunculus flammula-clapton nature reserve-bag-20,bag,Y,22/08/2012,10:00,23/08/2012,10:05,2012,18,77,5,20,m,h,8.660489896,12.49761797
Ranunculus flammula,clapton nature reserve,wetland,2012-Ranunculus flammula-clapton nature reserve-bag-21,bag,Y,22/08/2012,10:00,23/08/2012,10:05,2012,18,77,5,21,m,h,0,0
Ranunculus lingua,clapton nature reserve,moorland,2012-Ranunculus lingua-clapton nature reserve-bag-1,bag,Y,13/08/2012,12:40,14/08/2012,11:45,2012,22,27,1,1,m,h,9.846366106,12.49761797
Ranunculus lingua,clapton nature reserve,moorland,2012-Ranunculus lingua-clapton nature reserve-bag-10,bag,Y,13/08/2012,12:40,14/08/2012,11:45,2012,22,27,10,10,m,h,311.9841068,383.018335
Ranunculus lingua,clapton nature reserve,moorland,2012-Ranunculus lingua-clapton nature reserve-bag-2,bag,Y,13/08/2012,12:40,14/08/2012,11:45,2012,22,27,2,2,m,h,207.0755037,202.8627
Ranunculus lingua,clapton nature reserve,moorland,2012-Ranunculus lingua-clapton nature reserve-bag-3,bag,Y,13/08/2012,12:40,14/08/2012,11:45,2012,22,27,3,3,m,h,118.0404297,113.149188
Ranunculus lingua,clapton nature reserve,moorland,2012-Ranunculus lingua-clapton nature reserve-bag-4,bag,Y,13/08/2012,12:40,14/08/2012,11:45,2012,22,27,4,4,o,h,39.86655156,50.13351
Ranunculus lingua,clapton nature reserve,moorland,2012-Ranunculus lingua-clapton nature reserve-bag-5,bag,Y,13/08/2012,12:40,14/08/2012,11:45,2012,22,27,5,5,m,h,208.6110353,228.2484934
Ranunculus lingua,clapton nature reserve,moorland,2012-Ranunculus lingua-clapton nature reserve-bag-6,bag,Y,13/08/2012,12:40,14/08/2012,11:45,2012,22,27,6,6,m,h,394.6220947,412.13452
Ranunculus lingua,clapton nature reserve,moorland,2012-Ranunculus lingua-clapton nature reserve-bag-7,bag,Y,13/08/2012,12:40,14/08/2012,11:45,2012,22,27,7,7,m,h,125.0965256,163.3783348
Ranunculus lingua,clapton nature reserve,moorland,2012-Ranunculus lingua-clapton nature reserve-bag-8,bag,Y,13/08/2012,12:40,14/08/2012,11:45,2012,22,27,8,8,m,h,285.5417492,304.69996
Ranunculus lingua,clapton nature reserve,moorland,2012-Ranunculus lingua-clapton nature reserve-bag-9,bag,Y,13/08/2012,12:40,14/08/2012,11:45,2012,22,27,9,9,m,h,356.9864823,319.173728
Ranunculus repens,ashton court,grassland-nature reserve,2011-Ranunculus repens-ashton court-bag-23,bag,Y,11/7/11,12:00,12/7/11,13:00,2011,22,61,1,23,o,h,122.3392881,214.2862848
Ranunculus repens,ashton court,grassland-nature reserve,2011-Ranunculus repens-ashton court-bag-24,bag,Y,11/7/11,12:00,12/7/11,13:00,2011,22,61,1,24,y,h,160.5984954,367.2107536
Ranunculus repens,ashton court,grassland-nature reserve,2011-Ranunculus repens-ashton court-bag-25,bag,Y,11/7/11,12:00,12/7/11,13:00,2011,22,61,2,25,m,h,144.9279246,239.5452314
Ranunculus repens,ashton court,grassland-nature reserve,2011-Ranunculus repens-ashton court-bag-26,bag,Y,11/7/11,12:00,12/7/11,13:00,2011,22,61,3,26,m,h,92.94863131,239.8881373
Ranunculus repens,ashton court,grassland-nature reserve,2011-Ranunculus repens-ashton court-bag-27,bag,Y,11/7/11,12:00,12/7/11,13:00,2011,22,61,4,27,m,h,166.4830683,329.9105875
Ranunculus repens,ashton court,grassland-nature reserve,2011-Ranunculus repens-ashton court-bag-28,bag,Y,11/7/11,12:00,12/7/11,13:00,2011,22,61,5,28,m,h,106.443933,277.9852716
Ranunculus repens,ashton court,grassland-nature reserve,2011-Ranunculus repens-ashton court-bag-29,bag,Y,11/7/11,12:00,12/7/11,13:00,2011,22,61,5,29,m,h,57.34014104,164.057138
Ranunculus repens,ashton court,grassland-nature reserve,2011-Ranunculus repens-ashton court-bag-30,bag,Y,11/7/11,12:00,12/7/11,13:00,2011,22,61,6,30,m,h,92.8113021,138.7956883
Ranunculus repens,brandon hill,grassland-nature reserve,2011-Ranunculus repens-brandon hill-bag-1,bag,Y,6/6/11,11:30,7/6/11,10:30,2011,19,73,1,1,m,h,155.3108111,150.78508
Ranunculus repens,brandon hill,grassland-nature reserve,2011-Ranunculus repens-brandon hill-bag-2,bag,Y,6/6/11,11:30,7/6/11,10:30,2011,19,73,2,2,m,h,85.94773631,100.26702
Ranunculus repens,brandon hill,grassland-nature reserve,2011-Ranunculus repens-brandon hill-bag-3,bag,Y,6/6/11,11:30,7/6/11,10:30,2011,19,73,3,3,m,h,NA,NA
Ranunculus repens,brandon hill,grassland-nature reserve,2011-Ranunculus repens-brandon hill-bag-4,bag,Y,6/6/11,11:30,7/6/11,14:45,2011,16,67,4,4,y,h,89.23121985,75.15253
Ranunculus repens,brandon hill,grassland-nature reserve,2011-Ranunculus repens-brandon hill-bag-5,bag,Y,6/6/11,11:30,7/6/11,14:45,2011,16,67,5,5,m,h,83.49712065,100.26702
Ranunculus repens,brandon hill,grassland-nature reserve,2011-Ranunculus repens-brandon hill-bag-6,bag,Y,6/6/11,11:30,7/6/11,14:45,2011,16,67,6,6,m,h,69.37004211,100.26702
Ranunculus repens,brandon hill,grassland-nature reserve,2011-Ranunculus repens-brandon hill-bag-7,bag,Y,6/6/11,11:30,7/6/11,14:45,2011,16,67,7,7,m,h,35.895629,75.15253
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-1,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,1,1,m,h,150.0401073,150.0401073
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-10,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,5,10,m,h,215.6730679,215.6730679
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-12,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,1,12,m,h,146.3606347,146.3606347
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-13,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,1,13,o,h,43.52524716,43.52524716
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-14,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,2,14,m,h,145.0703937,145.0703937
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-15,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,2,15,m,h,2.979707798,2.979707798
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-16,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,3,16,m,h,58.93247116,58.93247116
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-17,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,3,17,o,h,134.5969819,134.5969819
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-18,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,4,18,m,h,232.1114156,232.1114156
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-19,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,4,19,m,h,57.96984615,57.96984615
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-2,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,1,2,o,h,51.99523218,51.99523218
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-20,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,5,20,m,h,152.7279541,152.7279541
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-21,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,5,21,m,h,110.7786249,110.7786249
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-3,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,2,3,o,h,50.31226118,50.31226118
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-4,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,2,4,m,h,97.71130433,97.71130433
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-5,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,3,5,m,h,238.6713246,238.6713246
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-6,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,3,6,m,h,41.30400018,41.30400018
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-7,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,4,7,m,h,124.7411388,124.7411388
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-8,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,4,8,m,h,186.683849,186.683849
Raphanus raphanistrum,failand farm,grassland,2012-Raphanus raphanistrum-failand farm-bag-9,bag,N,12/9/12,17:10,13/09/2012,15:00,2012,9,27,5,9,m,h,59.44838198,59.44838198
Raphanus sativus,pill allotments,allotments,2012-Raphanus sativus-pill allotments-bag-1,bag,N,8/8/12,14:15,9/8/12,11:15,2012,26,56,1,1,m,h,100.0553311,100.0553311
Raphanus sativus,pill allotments,allotments,2012-Raphanus sativus-pill allotments-bag-10,bag,N,8/8/12,14:15,9/8/12,11:15,2012,26,56,5,10,m,h,107.3151937,107.3151937
Raphanus sativus,pill allotments,allotments,2012-Raphanus sativus-pill allotments-bag-2,bag,N,8/8/12,14:15,9/8/12,11:15,2012,26,56,1,2,m,h,178.2481784,178.2481784
Raphanus sativus,pill allotments,allotments,2012-Raphanus sativus-pill allotments-bag-3,bag,N,8/8/12,14:15,9/8/12,11:15,2012,26,56,2,3,m,h,124.3301537,124.3301537
Raphanus sativus,pill allotments,allotments,2012-Raphanus sativus-pill allotments-bag-4,bag,N,8/8/12,14:15,9/8/12,11:15,2012,26,56,2,4,y,h,44.75329001,44.75329001
Raphanus sativus,pill allotments,allotments,2012-Raphanus sativus-pill allotments-bag-5,bag,N,8/8/12,14:15,9/8/12,11:15,2012,26,56,3,5,m,h,181.5336013,181.5336013
Raphanus sativus,pill allotments,allotments,2012-Raphanus sativus-pill allotments-bag-6,bag,N,8/8/12,14:15,9/8/12,11:15,2012,26,56,3,6,m,h,189.0018548,189.0018548
Raphanus sativus,pill allotments,allotments,2012-Raphanus sativus-pill allotments-bag-7,bag,N,8/8/12,14:15,9/8/12,11:15,2012,26,56,4,7,o,h,30.96168013,30.96168013
Raphanus sativus,pill allotments,allotments,2012-Raphanus sativus-pill allotments-bag-8,bag,N,8/8/12,14:15,9/8/12,11:15,2012,26,56,4,8,o,h,0,0
Raphanus sativus,pill allotments,allotments,2012-Raphanus sativus-pill allotments-bag-9,bag,N,8/8/12,14:15,9/8/12,11:15,2012,26,56,5,9,m,h,167.031242,167.031242
Rhinanthus minor,ashton court,grassland-nature reserve,2011-Rhinanthus minor-ashton court-bag-1,bag,Y,20/06/2011,10:30,21/06/2011,11:30,2011,22,62,1,1,m,h,117.4293275,154.434012
Rhinanthus minor,ashton court,grassland-nature reserve,2011-Rhinanthus minor-ashton court-bag-10,bag,Y,20/06/2011,10:30,21/06/2011,11:30,2011,22,62,6,10,m,h,165.111475,134.830306
